Message,Tag,Page নাম,Total Tagged (no confusion),Count 0,Count 1,Count 2,Count 3,Count 4,Count 5,Total Normal,Total Hate
খুব সুন্দর লিখা,0,Mizanur Rahman Azhari,,,,,,,,,
একমত আপনার সাথে,0,Mizanur Rahman Azhari,,,,,,,,,
ইসলামই একমাত্র সত্য ধর্ম যেখানে কোন সন্দেহ নেই ,0,Mizanur Rahman Azhari,,,,,,,,,
পোশাক এবং  মানসিকতা  দুটাই দায়ী  আমার মনে হয় যে যেই পোশাক পড়ুক না কেন আমি না তাকালেই তো হলো শুধু শুধু অন্যরা কি গায়ে দিয়েছে না দিয়েছে তা বলে লাফালাফি না করে নিজের চোখ হেফাজত করলেই তো হয় তার মানে আমি বাজে পোশাক গায়ে দেওয়ার কথা বলছি তা নয় যেই বোন ইসলামি শরিয়াহ মানতে চায়না সে পরকালে কষ্ট পাবেই তাই বলে আমরা কি আর তার পোশাকের জন্য ধর্ষণ করে নিজের অবস্থান জাহান্নামে নিয়ে যেতে পারি আপনারাই বলেন,0,Mizanur Rahman Azhari,,,,,,,,,
আলহামদুলিল্লাহ  এটিও ইঙ্গিতপুর্ণ একটি আন্দোলন জাতিকে স্বরণ করিয়ে দেওয়া যে গত  বছরের এই দিনে আমরা আবরার কে হারিয়েছি  অদৌ কোন বিচার পেয়েছি কি আর এখন যে সবের আন্দোলন চলছে তাও কিছু দিন পর বিলুপ্ত হয়ে যাবে,0,Mizanur Rahman Azhari,,,,,,,,,
ভালো লাগলো     সঠিক পরামর্শ     আল্লাহ সকলকে সহীহ বুজ দান করুন,0,Mizanur Rahman Azhari,,,,,,,,,
সময়োপযোগী আলোচনা দরকার কার্যকারিতা,0,Mizanur Rahman Azhari,,,,,,,,,
এক কথার মধ্যে সব কথা অন্তর্নিহিতআর তা হচ্ছে  কুরআন দিয়ে চললে দেশ সকল ধর্মের মানুষ শান্তিতে থাকবে বেশ প্রতি সমস্যার সমাধান খুঁজতে হবে আল কুরআনে,0,Mizanur Rahman Azhari,,,,,,,,,
সহমত প্রিও হযরত,0,Mizanur Rahman Azhari,,,,,,,,,
সাধারণ মানুষ বিপদে পড়ে গেছি আমরা,0,Mizanur Rahman Azhari,,,,,,,,,
সহমত প্রিয় শেখ,0,Mizanur Rahman Azhari,,,,,,,,,
অনেক মূল্যবান কথা,0,Mizanur Rahman Azhari,,,,,,,,,
সহমত আইডল সাহেব,0,Mizanur Rahman Azhari,,,,,,,,,
চমৎকার লিখা,0,Mizanur Rahman Azhari,,,,,,,,,
অসামাজিক পোশাক  অসুস্থ মানসিকতা  বিয়ের প্রলোভনে নারীর শারীরিক সম্পর্ক পারিবারিক শিক্ষার অভাব ও বিচারহীনতাই ধর্ষনের মূল কারণ ,0,Mizanur Rahman Azhari,,,,,,,,,
সময় উপযোগী পোষ্ট   বাস্তব  তুলে ধরছেন  প্রিয়  হুজুর,0,Mizanur Rahman Azhari,,,,,,,,,
মাশাআল্লাহ সঠিক উপস্থাপন করেছেন মুহতারাম দোয়াও ভালোবাসা রইলো প্রিয় ভাই,0,Mizanur Rahman Azhari,,,,,,,,,
অসাধার প্রিয় হুজুর,0,Mizanur Rahman Azhari,,,,,,,,,
মাশাআল্লাহ প্রিয়হুজুর এর কথাগুলা যথার্থ হয়েছে,0,Mizanur Rahman Azhari,,,,,,,,,
জনাব আপনি একটু সমাধান দেন,0,Mizanur Rahman Azhari,,,,,,,,,
আসসালামু আলাইকুম ওয়া রাহমাতুল্লাহি ওয়াবারাকাতুহু প্রিয় মুহতারাম আপনি গুরুত্বপূর্ণ আলোচনা করেছেন কিন্তু এই দেশেটাকে একমাত্র মহান আল্লাহ রাব্বুল আলামীন হেফাজত করতে পারবে হে মহান আল্লাহ তায়ালা একমাত্র আপনিই উত্তম  ফায়সালাকারী,0,Mizanur Rahman Azhari,,,,,,,,,
হে মহান আল্লাহএইভাবে নিরপরাধ আর  কতো জন কে নিজের জীবন দিতে হবেমহান আল্লাহ আবরার কে জান্নাতের উচ্চ মাকাম দান করুনআমিন,0,Mizanur Rahman Azhari,,,,,,,,,
প্রিয় ভাইজান কেমন আছেন আপনি,0,Mizanur Rahman Azhari,,,,,,,,,
আবরার কে জাতীয় শহীদ ঘোষণা করা হোক   পদ্মা সেতুর নাম (শহীদ আবরার) সেতু রাখা হেক,0,Mizanur Rahman Azhari,,,,,,,,,
লাল সবুজের দেশ আজ লজ্জিত দেশে প্রতিযোগীতা চলছে যে কে কার চাইতে কত বড় অমানুষ হতে পারে এ কেমন বর্বরতা এর শেষ কবে,0,Mizanur Rahman Azhari,,,,,,,,,
আল্লাহ ভাইয়াকে জান্নাত বাসি করুক ,0,Mizanur Rahman Azhari,,,,,,,,,
আমীন ইয়া আল্লাহ,0,Mizanur Rahman Azhari,,,,,,,,,
দিল্লি না ঢাকা  ঢাকা ঢাকা  শহীদ ফাহাদ আবরার লও লও লও সালাম,0,Mizanur Rahman Azhari,,,,,,,,,
আপনাকে সহ এ দেশের সকল ওয়াজ ব্যবসায়ীকে আমি ঘৃণা করি  তবুও ধর্ষন যে যৌনতা নয়  এটা জৈবিক সমস্যা নয় বরং সামজিক সমস্যা এইটুক যে আপনি বুঝছেন তা দেখে খুব ভালো লাগলো  আর ফাসি বা মৃত্যুদন্ডও যে সমাধান নয় এটুক বুঝছেন দেখেও মিশরে পড়াশোনা করার লাভ আছে তাইলে,0,Mizanur Rahman Azhari,,,,,,,,,
সহমত হযরত,0,Mizanur Rahman Azhari,,,,,,,,,
বাংলাদেশে ধর্ষনের প্রধান কারনগুলোর মধ্যে অন্যতম কারন পশ্চিমা সভ্যতা লালন করা প্রকাশ্য রিলেশন(প্রেম) ইজ্জত বিনিময় নোংরা পোষাক আইনের দুর্বলতা ইসলামিক জ্ঞান না থাকা প্রধান কারন ,0,Mizanur Rahman Azhari,,,,,,,,,
আবদুল্লাহ্ ইবনু মাস‘ঊদ (রাঃ) বলেন নাবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম এর সঙ্গে আমরা কতক যুবক ছিলাম আর আমাদের কোন কিছুছিল না এই হালতে আমাদেরকে রাসূলুল্লাহ্ সাল্লাল্লাহু আলাইহি ওয়াসাল্লামবলেন  হে যুব সম্প্রদায়   তোমাদের মধ্যে যারা বিয়ে করার সামর্থ্য রাখে  তারা যেন বিয়ে করে কেননা  বিয়ে তার দৃষ্টিকে সংযত রাখে এবং লজ্জাস্থান হিফাযত করে এবং যার বিয়ে করার সামর্থ্য নেই  সে যেন সওম পালন করে কেননা  সওম তার যৌনতাকে দমন করবে    সহিহ বুখারি ৫০৬৬,0,Mizanur Rahman Azhari,,,,,,,,,
নিজের মস্তিস্ক থেকে বের হয়ে আসা কথা  নিজের টাইমলাইন  তার পরেও কিছু কিছু কথা বলা রিস্ক,0,Mizanur Rahman Azhari,,,,,,,,,
বাস্তববিক কথা বললেন  ,0,Mizanur Rahman Azhari,,,,,,,,,
সেনাবাহিনী আছে  ক্ষমতা নাই সাংবাদিক আছে  সম্প্রচার নাই ধর্ষক আছে কিন্তু বিচার নাই স্বাধীন বাংলাদেশ আছে কিন্তু স্বাধীনতা নাই  দেশে আইন বিভাগ  শাসন বিভাগ  বিচার বিভাগ সবই আছে অথচ সবার কপালে আইন  বিচার  শাসন করা থাকে না,0,Mizanur Rahman Azhari,,,,,,,,,
ধন্যবাদ   জনাব ,0,Mizanur Rahman Azhari,,,,,,,,,
এই ধর্ষক দের বিরুদ্ধে কি আমরা দলমত নির্বিশেষে এক কাতারে দাঁড়িয়ে প্রতিবাদ করতে পারি না,0,Mizanur Rahman Azhari,,,,,,,,,
একমত শায়েখ,0,Mizanur Rahman Azhari,,,,,,,,,
